content,score,Label,textCaseFolding,textStopWord,textClean,textTokens,teksNormalized,textSteam,appsTokensFdist,topTokens
Semoga apk Al Qur'an Indonesia makin bagus dan makin diminati oleh pembaca Al Qur'an di Indonesia.,5,1,semoga apk al qur'an indonesia makin bagus dan makin diminati oleh pembaca al qur'an di indonesia.,semoga apk al qur'an indonesia bagus diminati pembaca al qur'an indonesia.,semoga apk al qur'an indonesia bagus diminati pembaca al qur'an indonesia.,"['semoga', 'apk', 'al', ""qur'an"", 'indonesia', 'bagus', 'diminati', 'pembaca', 'al', ""qur'an"", 'indonesia', '.']","['semoga', ' aplikasi', 'al', ""qur'an"", 'indonesia', 'bagus', 'diminati', 'pembaca', 'al', ""qur'an"", 'indonesia', '.']","['moga', 'aplikasi', 'al', 'qur an', 'indonesia', 'bagus', 'mati', 'baca', 'al', 'qur an', 'indonesia']",<FreqDist with 8 samples and 11 outcomes>,"[('al', 2), ('qur an', 2), ('indonesia', 2), ('moga', 1), ('aplikasi', 1)]"
Aplikasi yang sangat membantu bisa di gunakan di mana pun dan bisa untuk mengingat kan kita sholat saya sangat tertarik dengan aplikasi ini aplikasi Al-Qur'an yang bagus sekali,5,1,aplikasi yang sangat membantu bisa di gunakan di mana pun dan bisa untuk mengingat kan kita sholat saya sangat tertarik dengan aplikasi ini aplikasi al-qur'an yang bagus sekali,aplikasi membantu sholat tertarik aplikasi aplikasi al-qur'an bagus,aplikasi membantu sholat tertarik aplikasi aplikasi al-qur'an bagus,"['aplikasi', 'membantu', 'sholat', 'tertarik', 'aplikasi', 'aplikasi', ""al-qur'an"", 'bagus']","['aplikasi', 'membantu', 'sholat', 'tertarik', 'aplikasi', 'aplikasi', ""al-qur'an"", 'bagus']","['bantu', 'sholat', 'tarik', 'al-qur an', 'bagus']",<FreqDist with 5 samples and 5 outcomes>,"[('bantu', 1), ('sholat', 1), ('tarik', 1), ('al-qur an', 1), ('bagus', 1)]"
"Untuk update ke depan, tambahkan tanda ibtida'nya Tanda berhenti dan mulai jika ayatnya panjang, itu sangat mempermudah.",5,1,"untuk update ke depan, tambahkan tanda ibtida'nya tanda berhenti dan mulai jika ayatnya panjang, itu sangat mempermudah.","update depan, tambahkan tanda ibtida'nya tanda berhenti ayatnya panjang, mempermudah.","update depan, tambahkan tanda ibtida'nya tanda berhenti ayatnya panjang, mempermudah.","['update', 'depan', ',', 'tambahkan', 'tanda', ""ibtida'nya"", 'tanda', 'berhenti', 'ayatnya', 'panjang', ',', 'mempermudah', '.']","[' terbaru', 'depan', ',', 'tambahkan', 'tanda', ""ibtida'nya"", 'tanda', 'berhenti', 'ayatnya', 'panjang', ',', 'mempermudah', '.']","['baru', 'depan', 'tambah', 'tanda', 'ibtida nya', 'tanda', 'henti', 'ayat', 'panjang', 'mudah']",<FreqDist with 9 samples and 10 outcomes>,"[('tanda', 2), ('baru', 1), ('depan', 1), ('tambah', 1), ('ibtida nya', 1)]"
"Alhamdulillah aplikasi Alquran ini sangat bermanfaat, kita bisa belajar banyak dari aplikasi Alquran ini, terima kasih untuk semua yg berhubungan dengan aplikasi ini",5,1,"alhamdulillah aplikasi alquran ini sangat bermanfaat, kita bisa belajar banyak dari aplikasi alquran ini, terima kasih untuk semua yg berhubungan dengan aplikasi ini","alhamdulillah aplikasi alquran bermanfaat, belajar aplikasi alquran ini, terima kasih yg berhubungan aplikasi","alhamdulillah aplikasi alquran bermanfaat, belajar aplikasi alquran ini, terima kasih yg berhubungan aplikasi","['alhamdulillah', 'aplikasi', 'alquran', 'bermanfaat', ',', 'belajar', 'aplikasi', 'alquran', 'ini', ',', 'terima', 'kasih', 'yg', 'berhubungan', 'aplikasi']","['alhamdulillah', 'aplikasi', 'alquran', 'bermanfaat', ',', 'belajar', 'aplikasi', 'alquran', 'ini', ',', 'terima', 'kasih', ' yang', 'berhubungan', 'aplikasi']","['alhamdulillah', 'alquran', 'manfaat', 'ajar', 'alquran', 'ini', 'terima', 'kasih', 'yang', 'hubung']",<FreqDist with 9 samples and 10 outcomes>,"[('alquran', 2), ('alhamdulillah', 1), ('manfaat', 1), ('ajar', 1), ('ini', 1)]"
Sangat membantu. Termasuk jam waktu sholat nya. Semoga menjadi amal yg baik bagi pembuat aplkasi ini. Amin,5,1,sangat membantu. termasuk jam waktu sholat nya. semoga menjadi amal yg baik bagi pembuat aplkasi ini. amin,membantu. jam sholat nya. semoga amal yg pembuat aplkasi ini. amin,membantu. jam sholat nya. semoga amal yg pembuat aplkasi ini. amin,"['membantu', '.', 'jam', 'sholat', 'nya', '.', 'semoga', 'amal', 'yg', 'pembuat', 'aplkasi', 'ini', '.', 'amin']","['membantu', '.', 'jam', 'sholat', 'nya', '.', 'semoga', 'amal', ' yang', 'pembuat', 'aplkasi', 'ini', '.', 'amin']","['bantu', 'jam', 'sholat', 'nya', 'moga', 'amal', 'yang', 'buat', 'aplkasi', 'ini', 'amin']",<FreqDist with 11 samples and 11 outcomes>,"[('bantu', 1), ('jam', 1), ('sholat', 1), ('nya', 1), ('moga', 1)]"
emng apk ini ga berguna di play store tapi kita harus ttp install nya kalo mau ngaji gk ada quran bisa pke ini,5,1,emng apk ini ga berguna di play store tapi kita harus ttp install nya kalo mau ngaji gk ada quran bisa pke ini,emng apk ga berguna play store ttp install nya kalo ngaji gk quran pke,emng apk ga berguna play store ttp install nya kalo ngaji gk quran pke,"['emng', 'apk', 'ga', 'berguna', 'play', 'store', 'ttp', 'install', 'nya', 'kalo', 'ngaji', 'gk', 'quran', 'pke']","[' memang', ' aplikasi', 'ga', 'berguna', ' main', ' toko', 'ttp', ' pasang', 'nya', ' kalau', 'ngaji', 'gk', 'quran', 'pke']","['memang', 'aplikasi', 'ga', 'guna', 'main', 'toko', 'ttp', 'pasang', 'kalau', 'ngaji', 'gk', 'quran', 'pke']",<FreqDist with 13 samples and 13 outcomes>,"[('memang', 1), ('aplikasi', 1), ('ga', 1), ('guna', 1), ('main', 1)]"
saya sangat senang memiliki aplikasi ini karena kalau lagi pergi pergi jadi bisa menghafal dari sini sekian terima kasih untuk aplikasi nya,5,1,saya sangat senang memiliki aplikasi ini karena kalau lagi pergi pergi jadi bisa menghafal dari sini sekian terima kasih untuk aplikasi nya,senang memiliki aplikasi pergi pergi menghafal sekian terima kasih aplikasi nya,senang memiliki aplikasi pergi pergi menghafal sekian terima kasih aplikasi nya,"['senang', 'memiliki', 'aplikasi', 'pergi', 'pergi', 'menghafal', 'sekian', 'terima', 'kasih', 'aplikasi', 'nya']","['senang', 'memiliki', 'aplikasi', 'pergi', 'pergi', 'menghafal', 'sekian', 'terima', 'kasih', 'aplikasi', 'nya']","['senang', 'pergi', 'pergi', 'hafal', 'sekian', 'terima', 'kasih']",<FreqDist with 6 samples and 7 outcomes>,"[('pergi', 2), ('senang', 1), ('hafal', 1), ('sekian', 1), ('terima', 1)]"
"Aplikasi nya bagus, tapi agak kaget liat iklan siang ini, aplikasi alquran tapi iklannya riba dan bunga bank😔",3,0,"aplikasi nya bagus, tapi agak kaget liat iklan siang ini, aplikasi alquran tapi iklannya riba dan bunga bank😔","aplikasi nya bagus, kaget liat iklan siang ini, aplikasi alquran iklannya riba bunga bank😔","aplikasi nya bagus, kaget liat iklan siang ini, aplikasi alquran iklannya riba bunga bank","['aplikasi', 'nya', 'bagus', ',', 'kaget', 'liat', 'iklan', 'siang', 'ini', ',', 'aplikasi', 'alquran', 'iklannya', 'riba', 'bunga', 'bank']","['aplikasi', 'nya', 'bagus', ',', 'kaget', ' lihat', 'iklan', 'siang', 'ini', ',', 'aplikasi', 'alquran', 'iklannya', 'riba', 'bunga', 'bank']","['bagus', 'kaget', 'lihat', 'iklan', 'siang', 'ini', 'alquran', 'iklan', 'riba', 'bank']",<FreqDist with 9 samples and 10 outcomes>,"[('iklan', 2), ('bagus', 1), ('kaget', 1), ('lihat', 1), ('siang', 1)]"
Ya ALLAH lancarkan dan mudahkan kami sekeluarga dalam membaca dan memahami serta mengamalkan alquran.,5,1,ya allah lancarkan dan mudahkan kami sekeluarga dalam membaca dan memahami serta mengamalkan alquran.,ya allah lancarkan mudahkan sekeluarga membaca memahami mengamalkan alquran.,ya allah lancarkan mudahkan sekeluarga membaca memahami mengamalkan alquran.,"['ya', 'allah', 'lancarkan', 'mudahkan', 'sekeluarga', 'membaca', 'memahami', 'mengamalkan', 'alquran', '.']","[' iya', 'allah', 'lancarkan', 'mudahkan', 'sekeluarga', 'membaca', 'memahami', 'mengamalkan', 'alquran', '.']","['allah', 'lancar', 'mudah', 'keluarga', 'baca', 'paham', 'amal', 'alquran']",<FreqDist with 8 samples and 8 outcomes>,"[('allah', 1), ('lancar', 1), ('mudah', 1), ('keluarga', 1), ('baca', 1)]"
Di update malah semakin banyak FITUR yang GAK BISA digunakan,2,-1,di update malah semakin banyak fitur yang gak bisa digunakan,update fitur gak,update fitur gak,"['update', 'fitur', 'gak']","[' terbaru', 'fitur', 'gak']","['baru', 'fitur', 'gak']",<FreqDist with 3 samples and 3 outcomes>,"[('baru', 1), ('fitur', 1), ('gak', 1)]"
apknya bagus warnanya saya sukaaaa sekali cocok bagi yang sedang bepergian namun belum cocok untuk Qur'an tikrar,5,1,apknya bagus warnanya saya sukaaaa sekali cocok bagi yang sedang bepergian namun belum cocok untuk qur'an tikrar,apknya bagus warnanya sukaaaa cocok bepergian cocok qur'an tikrar,apknya bagus warnanya sukaaaa cocok bepergian cocok qur'an tikrar,"['apknya', 'bagus', 'warnanya', 'sukaaaa', 'cocok', 'bepergian', 'cocok', ""qur'an"", 'tikrar']","[' aplikasi', 'bagus', 'warnanya', 'sukaaaa', 'cocok', 'bepergian', 'cocok', ""qur'an"", 'tikrar']","['aplikasi', 'bagus', 'warna', 'sukaaaa', 'cocok', 'pergi', 'cocok', 'qur an', 'tikrar']",<FreqDist with 8 samples and 9 outcomes>,"[('cocok', 2), ('aplikasi', 1), ('bagus', 1), ('warna', 1), ('sukaaaa', 1)]"
sangat bermanfaat bgi kita semua semoga lancar trus alquran Indonesia semoga di tambahkan surah²nya dan makin baguss lagi saya kasih bintang 5 yaaa🤩👍,5,1,sangat bermanfaat bgi kita semua semoga lancar trus alquran indonesia semoga di tambahkan surah²nya dan makin baguss lagi saya kasih bintang 5 yaaa🤩👍,bermanfaat bgi semoga lancar trus alquran indonesia semoga tambahkan surah²nya baguss kasih bintang 5 yaaa🤩👍,bermanfaat bgi semoga lancar trus alquran indonesia semoga tambahkan surah²nya baguss kasih bintang 5 yaaa,"['bermanfaat', 'bgi', 'semoga', 'lancar', 'trus', 'alquran', 'indonesia', 'semoga', 'tambahkan', 'surah²nya', 'baguss', 'kasih', 'bintang', '5', 'yaaa']","['bermanfaat', 'bgi', 'semoga', 'lancar', ' terus', 'alquran', 'indonesia', 'semoga', 'tambahkan', 'surah²nya', ' bagus', 'kasih', 'bintang', '5', 'yaaa']","['manfaat', 'bgi', 'moga', 'lancar', 'terus', 'alquran', 'indonesia', 'moga', 'tambah', 'surah nya', 'bagus', 'kasih', 'bintang', '5', 'yaaa']",<FreqDist with 14 samples and 15 outcomes>,"[('moga', 2), ('manfaat', 1), ('bgi', 1), ('lancar', 1), ('terus', 1)]"
"sangat membantu saya saat diperjalanan, tp iklannya muncul terus",5,1,"sangat membantu saya saat diperjalanan, tp iklannya muncul terus","membantu diperjalanan, tp iklannya muncul","membantu diperjalanan, tp iklannya muncul","['membantu', 'diperjalanan', ',', 'tp', 'iklannya', 'muncul']","['membantu', 'diperjalanan', ',', ' tapi', 'iklannya', 'muncul']","['bantu', 'jalan', 'tapi', 'iklan', 'muncul']",<FreqDist with 5 samples and 5 outcomes>,"[('bantu', 1), ('jalan', 1), ('tapi', 1), ('iklan', 1), ('muncul', 1)]"
"Saya sangat suka dengan aplikasi yg satu ini,berguna banget buat yg lupa bawa al quran tapi bawa hp.jadi bisa membaca al quran di hp ini👍",5,1,"saya sangat suka dengan aplikasi yg satu ini,berguna banget buat yg lupa bawa al quran tapi bawa hp.jadi bisa membaca al quran di hp ini👍","suka aplikasi yg ini,berguna banget yg lupa bawa al quran bawa hp.jadi membaca al quran hp ini👍","suka aplikasi yg ini,berguna banget yg lupa bawa al quran bawa hp.jadi membaca al quran hp ini","['suka', 'aplikasi', 'yg', 'ini', ',', 'berguna', 'banget', 'yg', 'lupa', 'bawa', 'al', 'quran', 'bawa', 'hp.jadi', 'membaca', 'al', 'quran', 'hp', 'ini']","['suka', 'aplikasi', ' yang', 'ini', ',', 'berguna', 'banget', ' yang', 'lupa', 'bawa', 'al', 'quran', 'bawa', 'hp.jadi', 'membaca', 'al', 'quran', ' seluler', 'ini']","['suka', 'yang', 'ini guna', 'banget', 'yang', 'lupa', 'bawa', 'al', 'quran', 'bawa', 'hp jadi', 'baca', 'al', 'quran', 'seluler']",<FreqDist with 11 samples and 15 outcomes>,"[('yang', 2), ('bawa', 2), ('al', 2), ('quran', 2), ('suka', 1)]"
sangat bagus untuk kita menghafal dan membaca al qur'an,5,1,sangat bagus untuk kita menghafal dan membaca al qur'an,bagus menghafal membaca al qur'an,bagus menghafal membaca al qur'an,"['bagus', 'menghafal', 'membaca', 'al', ""qur'an""]","['bagus', 'menghafal', 'membaca', 'al', ""qur'an""]","['bagus', 'hafal', 'baca', 'al', 'qur an']",<FreqDist with 5 samples and 5 outcomes>,"[('bagus', 1), ('hafal', 1), ('baca', 1), ('al', 1), ('qur an', 1)]"
"MasyaALLAH sangat membantu sekali di saat alquran di rumah , dgn download Alquran di hp sangat membantu ku tuk membacanya kpn saja di mn saja ..kebetulan aq pake hp 2 , aq download dua² nya dgn aplikasi alquran ...semoga mnjdi ladang pahala ku nanti ,Aamiin🤲",5,1,"masyaallah sangat membantu sekali di saat alquran di rumah , dgn download alquran di hp sangat membantu ku tuk membacanya kpn saja di mn saja ..kebetulan aq pake hp 2 , aq download dua² nya dgn aplikasi alquran ...semoga mnjdi ladang pahala ku nanti ,aamiin🤲","masyaallah membantu alquran rumah , dgn download alquran hp membantu ku tuk membacanya kpn mn ..kebetulan aq pake hp 2 , aq download dua² nya dgn aplikasi alquran ...semoga mnjdi ladang pahala ku ,aamiin🤲","masyaallah membantu alquran rumah , dgn download alquran hp membantu ku tuk membacanya kpn mn ..kebetulan aq pake hp 2 , aq download dua² nya dgn aplikasi alquran ...semoga mnjdi ladang pahala ku ,aamiin","['masyaallah', 'membantu', 'alquran', 'rumah', ',', 'dgn', 'download', 'alquran', 'hp', 'membantu', 'ku', 'tuk', 'membacanya', 'kpn', 'mn', '..', 'kebetulan', 'aq', 'pake', 'hp', '2', ',', 'aq', 'download', 'dua²', 'nya', 'dgn', 'aplikasi', 'alquran', '...', 'semoga', 'mnjdi', 'ladang', 'pahala', 'ku', ',', 'aamiin']","['masyaallah', 'membantu', 'alquran', 'rumah', ',', ' dengan', ' unduh', 'alquran', ' seluler', 'membantu', 'ku', 'tuk', 'membacanya', ' kapan', 'mn', '..', 'kebetulan', ' saya', ' pakai', ' seluler', '2', ',', ' saya', ' unduh', 'dua²', 'nya', ' dengan', 'aplikasi', 'alquran', '...', 'semoga', 'mnjdi', 'ladang', 'pahala', 'ku', ',', 'aamiin']","['masyaallah', 'bantu', 'alquran', 'rumah', '', 'dengan', 'unduh', 'alquran', 'seluler', 'bantu', 'tuk', 'baca', 'kapan', 'mn', 'betul', 'saya', 'pakai', 'seluler', '2', '', 'saya', 'unduh', 'dua', 'dengan', 'alquran', 'moga', 'mnjdi', 'ladang', 'pahala', 'aamiin']",<FreqDist with 22 samples and 30 outcomes>,"[('alquran', 3), ('bantu', 2), ('', 2), ('dengan', 2), ('unduh', 2)]"
Baguss banget apk nya karna simpel bisa ngaji dmna pun & bnyk pilihan suara dri para ustadz besar di dunia,5,1,baguss banget apk nya karna simpel bisa ngaji dmna pun & bnyk pilihan suara dri para ustadz besar di dunia,baguss banget apk nya karna simpel ngaji dmna & bnyk pilihan suara dri ustadz dunia,baguss banget apk nya karna simpel ngaji dmna & bnyk pilihan suara dri ustadz dunia,"['baguss', 'banget', 'apk', 'nya', 'karna', 'simpel', 'ngaji', 'dmna', '&', 'bnyk', 'pilihan', 'suara', 'dri', 'ustadz', 'dunia']","[' bagus', 'banget', ' aplikasi', 'nya', ' karena', 'simpel', 'ngaji', 'dimana', '&', ' banyak', 'pilihan', 'suara', ' dari', 'ustadz', 'dunia']","['bagus', 'banget', 'aplikasi', 'karena', 'simpel', 'ngaji', 'mana', '', 'banyak', 'pilih', 'suara', 'dari', 'ustadz', 'dunia']",<FreqDist with 14 samples and 14 outcomes>,"[('bagus', 1), ('banget', 1), ('aplikasi', 1), ('karena', 1), ('simpel', 1)]"
"Kalau di update itu artinya peningkatan, bukan jadi banyak iklan sama banyak fitur yg dihilangkan harus premium",2,-1,"kalau di update itu artinya peningkatan, bukan jadi banyak iklan sama banyak fitur yg dihilangkan harus premium","update peningkatan, iklan fitur yg dihilangkan premium","update peningkatan, iklan fitur yg dihilangkan premium","['update', 'peningkatan', ',', 'iklan', 'fitur', 'yg', 'dihilangkan', 'premium']","[' terbaru', 'peningkatan', ',', 'iklan', 'fitur', ' yang', 'dihilangkan', 'premium']","['baru', 'tingkat', 'iklan', 'fitur', 'yang', 'hilang', 'premium']",<FreqDist with 7 samples and 7 outcomes>,"[('baru', 1), ('tingkat', 1), ('iklan', 1), ('fitur', 1), ('yang', 1)]"
Belum bisa membaca cepat dan belum tahu panjang pendek nya bacaan.,5,1,belum bisa membaca cepat dan belum tahu panjang pendek nya bacaan.,membaca cepat pendek nya bacaan.,membaca cepat pendek nya bacaan.,"['membaca', 'cepat', 'pendek', 'nya', 'bacaan', '.']","['membaca', 'cepat', 'pendek', 'nya', 'bacaan', '.']","['baca', 'pendek', 'baca']",<FreqDist with 2 samples and 3 outcomes>,"[('baca', 2), ('pendek', 1)]"
"aplikasi yg cukup baik, bisa buat baca alqu'an dan dilengkapi dengan jadwal sholat",5,1,"aplikasi yg cukup baik, bisa buat baca alqu'an dan dilengkapi dengan jadwal sholat","aplikasi yg baik, baca alqu'an dilengkapi jadwal sholat","aplikasi yg baik, baca alqu'an dilengkapi jadwal sholat","['aplikasi', 'yg', 'baik', ',', 'baca', ""alqu'an"", 'dilengkapi', 'jadwal', 'sholat']","['aplikasi', ' yang', 'baik', ',', 'baca', ""alqu'an"", 'dilengkapi', 'jadwal', 'sholat']","['yang', 'baik', 'baca', 'alqu an', 'lengkap', 'jadwal', 'sholat']",<FreqDist with 7 samples and 7 outcomes>,"[('yang', 1), ('baik', 1), ('baca', 1), ('alqu an', 1), ('lengkap', 1)]"
Alquran Indonesia menurut aku sangat bermanfaat tulisannya jelas dan mudah di baca juga terjemahan nya membantu untuk mengetahui arti ayat yang di baca,5,1,alquran indonesia menurut aku sangat bermanfaat tulisannya jelas dan mudah di baca juga terjemahan nya membantu untuk mengetahui arti ayat yang di baca,alquran indonesia bermanfaat tulisannya mudah baca terjemahan nya membantu arti ayat baca,alquran indonesia bermanfaat tulisannya mudah baca terjemahan nya membantu arti ayat baca,"['alquran', 'indonesia', 'bermanfaat', 'tulisannya', 'mudah', 'baca', 'terjemahan', 'nya', 'membantu', 'arti', 'ayat', 'baca']","['alquran', 'indonesia', 'bermanfaat', 'tulisannya', 'mudah', 'baca', 'terjemahan', 'nya', 'membantu', 'arti', 'ayat', 'baca']","['alquran', 'indonesia', 'manfaat', 'tulis', 'baca', 'terjemah', 'bantu', 'arti', 'ayat', 'baca']",<FreqDist with 9 samples and 10 outcomes>,"[('baca', 2), ('alquran', 1), ('indonesia', 1), ('manfaat', 1), ('tulis', 1)]"
"simple dan praktis penggunaannya,trimakasih semoga jadi pahala jariyah buat pengembang untuk jadi pintu masuk surganya Allah swt.",5,1,"simple dan praktis penggunaannya,trimakasih semoga jadi pahala jariyah buat pengembang untuk jadi pintu masuk surganya allah swt.","simple praktis penggunaannya,trimakasih semoga pahala jariyah pengembang pintu masuk surganya allah swt.","simple praktis penggunaannya,trimakasih semoga pahala jariyah pengembang pintu masuk surganya allah swt.","['simple', 'praktis', 'penggunaannya', ',', 'trimakasih', 'semoga', 'pahala', 'jariyah', 'pengembang', 'pintu', 'masuk', 'surganya', 'allah', 'swt', '.']","[' sederhana', 'praktis', 'penggunaannya', ',', ' terima kasih', 'semoga', 'pahala', 'jariyah', 'pengembang', 'pintu', 'masuk', 'surganya', 'allah', 'swt', '.']","['sederhana', 'praktis', 'guna trimakasih', 'moga', 'pahala', 'jariyah', 'kembang', 'pintu', 'masuk', 'surga', 'allah', 'swt']",<FreqDist with 12 samples and 12 outcomes>,"[('sederhana', 1), ('praktis', 1), ('guna trimakasih', 1), ('moga', 1), ('pahala', 1)]"
Alhamdulillah.... bagus untuk membaca Alqur'an dan mendengarkan suara azan,5,1,alhamdulillah.... bagus untuk membaca alqur'an dan mendengarkan suara azan,alhamdulillah.... bagus membaca alqur'an mendengarkan suara azan,alhamdulillah.... bagus membaca alqur'an mendengarkan suara azan,"['alhamdulillah', '....', 'bagus', 'membaca', ""alqur'an"", 'mendengarkan', 'suara', 'azan']","['alhamdulillah', '....', 'bagus', 'membaca', ""alqur'an"", 'mendengarkan', 'suara', 'azan']","['alhamdulillah', 'bagus', 'baca', 'alqur an', 'dengar', 'suara', 'azan']",<FreqDist with 7 samples and 7 outcomes>,"[('alhamdulillah', 1), ('bagus', 1), ('baca', 1), ('alqur an', 1), ('dengar', 1)]"
