content,score
"sangat membantu dalam belajar Qur'an, terutama tajwidnya. Thanks a lot!",5
Alhamdulillah ketemu apk Al Qur'an ini benar-benar sangat bermanfaat. Bismillahirrahmanirrahim... Makin semangat lagi baca Qur'an dimanapun & kapanpun.🙏🏻,5
"Alhamdulillah, bisa baca Al-Qur'an dimanapun dan bisa tau waktu solat dan arah kiblat. terimakasih banyak develover.",5
"Assalamu'alaikum, saran min kasih juga al qur'an yang fullnya agar bisa membaca seperti yang ada di al qur'an sesungguhnya beserta warna tajwid nya walaupun dirumah sudah ada al qur'an yang asli namun saya melihat disini untuk melihat tajwid""nya dan membenarkan bacaan saya apakah bacaan saya salah atau tidak, segitu saja saran dari saya mohon maaf jika ada salah kata min silakan sarannya boleh dipakai atau tidak kurang lebihnya mohon maaf",4
alhamdulillah dg AlQur'an ini..kita bisa memahami tajwidnya serta makna nya.,5
aplikasi ini sangat membantu saya belajar alquran dan buat yang pemula bisa juga baca Latin nya awalnya saya juga baca Latinnya dan makin kesini allhamdulillah udah lumayan Arab nya terimakasih banyak 🎉🙏☺,5
Klo di klik surah 94 yg tampil surah 99. Wa alaikumsalam. Terima kasih telah dilakukan perbaikan.,5
Tolong dong widget jadwal sholat tetep gtatis. Maap klo belum bisa jd member premium.,5
"Cukup bagus sampai saat ini, cuma kl bisa kita tdk perlu update jadwal sholat bila pindah tempat, jadi otomatis sesuai maps, terima kasih",5
aplikasi alqur'an ini sangat bagus lengkap banyak fitur nya ada tajwid berwarna yg memudahkan membaca alquran praktis dan huruf arab jelas bisa atur besar kecil terima kasih sgt membantu untuk belajar membaca alquran,5
"aplikasinya sudah baik, seperti ada fitur dimana arah qiblat dll. tapi aplikasinya sering update jadi itu kekurangannya",4
sangat Bermanfaat bisa baca al-Qur'an dimana saja dan kapan saja,5
iklannya di hilangkan karena itu sangat menggangu aktivitas saat membuka aplikasi ini,5
sangat membantu buat saya sangat mudah di gunakan pkonya mantap,5
"Assalamualaikum.. aplikasi ini sangat Maa Syaa Allah, kalau lagi diluar lupa bawa Al-Qur'an selalu pke ini, kalau di rumah Qur'an nya pada arab semua aku selalu pakai ini untuk membaca latinnya, Ini sangat berguna, semua surah ada disini, Syukron",5
"Huruf Arab nya terlalu kecil sakit mata, kalo baca latinnya ga dpt pahala. Tolong diperbesar contohnya nu online enak dibaca.",1
"bagus bgt sih ini apk bisa buat ngaji sama buat morottal tapi terkadang bisa ngeleh gitu seperti saya menghidupkan morottal suara surat al Baqarah tapi bukannya surat itu malah ke yg lain, jadi saya saranin bisa di perbaiki lebih baik!. Terimakasih!",4
sangat bagus dan rekomended fitur nya lengkap dan mempermudah bagi temen temen yang ingin lebih praktis dalam membaca Al-Quran,5
"Sangat membantu sekali, bisa kapan dan dimana saja kita membaca Al-Qur'an 👍👍",5
"Aplikasi Al-Qur'an Indonesia adalah apk yg paling bagus ada fitur memperingati adzan, ada fitur mengahadap mana Kiblat dan surah yg di Al-Qur'an,ini lengkap sekali yg tidak ada di Al-Qur'an ada di apk ini sekian dari saya terimakasih assalamu'alaikum🙏",5
"bisa baca Al-Qur'an dlm perjalanan. tulisan jelas, ada arti, murotal.. waktu sholat.. bagus, sangat membantu",5
terimakasih telah membantu membuat muda dalam mengartikan bacaan Alquran,5
"𝐀𝐥𝐡𝐚𝐦𝐝𝐮𝐥𝐢𝐥𝐚𝐡,,, 𝐛𝐢𝐬𝐚 𝐭𝐞𝐫𝐛𝐚𝐧𝐭𝐮, 𝐊𝐚𝐥𝐚𝐮 𝐤𝐞𝐥𝐮𝐚𝐫 𝐤𝐨𝐭𝐚 𝐭𝐢𝐧𝐠𝐠𝐚𝐥 𝐛𝐮𝐤𝐚 𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢𝐧𝐲𝐚 𝐤𝐢𝐭𝐚 𝐬𝐮𝐝𝐚𝐡 𝐝𝐚𝐩𝐚𝐭 𝐩𝐚𝐡𝐚𝐥𝐚 𝐢𝐧𝐬𝐲𝐚𝐚𝐥𝐥𝐚𝐡.... 𝐒𝐞𝐦𝐚𝐧𝐠𝐚𝐭 𝐦𝐞𝐦𝐛𝐚𝐜𝐚 𝐛𝐮𝐚𝐭 𝐬𝐚𝐮𝐝𝐚𝐫𝐚²𝐤𝐮 𝐬𝐞𝐦𝐮𝐚",5
"Tanda warna tajwid berbeda dengan yang ada di mayoritas Al Qur'an cetak maupun Al Qur'an Digital yang lain. Jadi membuat asing ketika di lihat, dan harus lihat panduan warnanya lagi saat ingin tahu hukum bacaannya. Jadi saran tanda warna tajwid disamakan dengan ketentuan Depag RI saja.",4
Aplikasi ini membantu saya setiap hari utk bisa membaca alquran dimna saja dan menjadikan solat lima waktu saya tdk terlewatkan waktunya,5
"aplikasi yg luar biasa, sangat membantu mengingatkan kita tepat waktu untuk melakukan ibadah sholat. Masya Allah👍👍",5
"Assalamualaikum,,,sangat membantu bisa baca Alquran ada terjemahannya dan tajwid nya jga",5
"assalamualaikum, Saya sangat senang sekali karena ada AL-QUR'AN Indonesia yang bisa mendapatkan pahala. sekian dari saya semoga kedepannya AL-QUR'AN Indonesia lebih dikenal dan lebih maju lagi. assalamualaikum warahmatullahi wa barokahtu",5
"alhamdulilah bermanfaat sekali. cuma dulu untuk arah kiblat mudah di dapat, saat ini saya tidak bisa mendapatkan arah kiblat. mohon informasinya. terima kasih",5
"sangat terbantu dg aplikasi ini , bagus 🤍❤️🤍 semoga Allah selalu memberikan barokah Buat kita semua,, selalu mengingat Allah dan memahami ayat Al Qur'an untuk mendapatkan Rahmat dan hidayah.",5
"Sangat memudahkan untuk membaca Alquran, bs menandai dengan surat maupun juz, serta udah dilengkapi dengan terjemahan nya pokoknya top lah, udh pakai belasan tahun kyknya..",5
"Alhamdulillah aplikasi ini sangat membantu, meski pegang hp setiap waktu bisa ingat harus baca quran juga",5
"Apk ny bgus bgt,mudah di mengertii dan semenjak aku downlod apk ini hafalan quran ku jdi lncar bgt pokokny best dehh apk ini,cuman kurangny kalau dowlod suara yg surah ny agak pnjng nngu ny lm bgt tpi its okayy apk ny bgussa💪🏼👍🏼",5
"Alhamdulillah, bagus sayang kompasnya susah kalibrasi tolong diperbaiki, wasalamu'alaikum barrokallohu fiikum wa umrik.",4
"Bagus banget, bisa baca Al qur'an, Bisa ngingetin waktu solat keren banget deh aku suka sama aplikasinya",5
bagus dan banyak surah dan bisa dapat pahala tapi harus di download dulu kayak ya gak bisa langsung bisa,5
Assalamualaikum maaf ya tolong tambahkan do'a Qunut masuk ke pencarian Agar Tidak membingungkan nyari nya please udah saya edit Assalamualaikum warahmatullahi wabarokatuh terimakasih atas ulasan terakhir saya agak sedih dan Semoga Selalu update ya developer 🥳,5
sangat membantu saat ingin membaca surah yang ingin dibaca,5
"Berguna untuk yang selalu telat sholatnya karena gaada yang ngingetin,inimah yang bikin aplikasi nya dapet pahala mengalir jackpot parahhhh...",5
Aplikasi yang sangat bermanfaat untuk membaca dan tau arti arti dari ayat Alquran,5
"memudahkan dalam belajar dan membaca alquran, semoga bisa segera menghafal dan mengamalkanya.",5
"saya suka sekali dengan Aplikasi ini,sangat membantu saya mungkin juga bagi muslim yg lain'Nya yg cinta Akan Al-Qur'an dan menjadikan sebagai pedoman hidup agar hidup jadi lebih Terarah dan Bermakna untuk kehidupan didunia dan Akherat kelak,Aamiin ya Rabbal'alamiin.",5
sangat baik untuk kita belajar sehari hari aflikasi ini gampang untuk di gunakkan,5
"Sangat membantu untukemgumandangkan adzan tepat waktu, dan sangat profesional, sy pasti akan beralih ke premium",5
Asalamualaikum apk ini lumayan bagus lah walaupun iklan nya muncul dikit tapi gk papa yang penting saya bisa membaca surat dengan teliti,5
the Best pokoknya . membantu dalam membaca quran maupun alarm jadwal sholat,5
Sangat mudah belajar baca al quran untuk saya yg masih kurang lancar amin,5
"Alhamdulillah, aplikasi ini sangat membantu saya dalam memahami dan mendalami Al-Qur'an lebih baik lagi . . .",5
"Alhamdulillah aplikasi ini sangat bermanfaat dan sangat membantu terutama kalo sedang dalam perjalanan, karena kalo bawa mushaf takut tak termuliakan jadi dengan adanya aplikasi ini sangat membantu pada saat sedang dalam perjalanan bisa sambil murajaah, jazakallah khair...",5
"Paket komplit & praktis. Hanya pada fitur menyimak, antar akhir setiap ayat ke ayat selanjutnya ada jeda seperti audio yg distop tiba2 .",5
Saya berharap sekali diadakannya audio terjemahan bahasa Indonesia....semoga allah mudahan untuk update.,5
aplikasi yang sangat memudahkan kami utk belajar membaca Alqur'an secara Tartil sesuai kaidah tahsin dan tajwid....,5
"senang ada aplikasi ini, besyukur sekali.. membaca dan memahami Alqur'an menjadi semakin mudah. Barokallah developer 🥰",5
aplikasi yang sangat bermanfaat banyak fitur yg bisa kita gunakan seperti jadwal axan dan sebagainya.,5
"Saya sangat senang pake aplikasi ini, cuman tolong tambahin lagi qari2 nya seperti syeh Yasir, dan Muhammad Taha dan juga buat bentuk Alquran seperti mushaf Alquran hafalan",5
"Masya Allah luar biasa aplikasinya, banyak fiturnya. semoga jadi amal jariyah untuk pengembang. Saran kepengembang untuk tampilan Al-Quran mohon dibuat opsi tampilan seperti Al-Quran kertas, agar lebih familiar dan bisa membantu penghapal Al-Quran (letak ayat dan surat) Terimakasih",5
"Sangat berguna, mudah dibawa kemana mana , saat berpergian bisa membaca Alquran, ada jadwal shalat juga yg sangat penting untuk mengingatkan saya",5
"Bagus, tapi klo bisa ditambah notifikasi atau pengingat sebelum waktu adzan",5
"apl yg sangat bagus, jadi bisa baca qur'an tanpa harus bawa mushaf, dan jadwal sholat jadi selalu tau waktu sholat",5
"Ada beberapa surat. Audio saat pindah ayat, awalnya seperti hilang",5
Aplikasinya sudah bagus tapi ada suara qori untuk di dengarkan dan banyak fitur lainnya tapi saat saya mencoba meng aktifkan fitur jadwal sholat tidak ada notifikasi seperti yang tertulis mohon diperbaiki🙏,4
"Alhamdulillah aplikasi yg sangat membantu, terima kasih. Jazakumullah. Saran iklan tidak menutup semua halaman",5
Ini sangat bagus dan membantu dan juga tidak❌⛔ ada iklan yang mengganggu dalam ketenangan membaca al qur'an (khusus nya surah yasin ayat 1-83),5
"Aplikasi Al Qur'an Digital ini sangat membantu ketika dibutuhkan, terimakasih.",5
alhamdulilah sangat membantu.. semoga Alloh memberikan amal yang sangat besar kapada yg telah ber pikir keras untuk membuat aplikasi yang sangat indah ini.. aminnnn,5
"Keren bgt pokoknya dah, suka pake bgt. update (2024): Kok jd gini sih setelah upgrade, kecewa and sad .. :(( Tetep aplikasi terbaik♥♥",5
"saya dari tahun ketahun selalu menggunakan Al Qur'an ini.dan lengkap tambah diperbaharui lebih bagus,dan semoga iklan2 dapat dihapuskan juga lah",5
"aplikasi yg sangat berguna dan membantu, di aplikasi ini bisa memudahkan membaca Al-Qur'an dan masih banyak lagi kegunaan di aplikasi ini -AKU KASIH BINTANG 5 ⭐⭐⭐⭐⭐-",5
"qur,an nya bagus sangat bermanfaat. cuman waktu azdan tidak berkumandang.",5
"Sangat bagus aplikasi ini, karena kemana pun kita berada kita bisa baca al-Qur'an",5
Alhamdulillah al quran indonesia sangat banyak manfaatnya bagi diri saya . Dan merupakan siar islam yang banyak di butuhkan oleh kaum muslimin dn muslimat. Alquran sebagai kitab suci Sangat bermanfaat pula bagi umat muslim sedunia.,5
"Pencarian surah , klo bisa kita ketik manual sepertinya akan lebih memudahkan 🤲😀.Semua sudah lengkap Alhamdulillah ,",5
"bagus dan nyaman didengarkan, mudah dibaca",5
Assalamualaikum bagi saya aplikasi ini sangat berguna bisa untuk menghafal surat dan bisa mendengar surat surat untuk menenangkan diri,5
"Sangat bagus, saran saja untuk murottalnya bsa d tambh terjemahan jgaa.. jadi ada pilihan untuk dengan murottal lengkap dgn terjemahannya",5
"Sangat membantu Ada al qur'an nya...Terus bisa liat tanggal dan jam kalau mau solat,Pokoknya aplikasi ini harus DI Punyai seluruh ISLAM Semoga Aplikasi ini bermanfaat Dan memberikan Ajaran baik untuk islam semoga bermanfaat aplikasi ini...Aamiin :)",5
begitu mudah & faham bila kita mau mempelajari alquran dgn panduan & terjemahan yg cukup komplit.,5
"Sangat bermanfaat dan membuat lebih simple, saat dibutuhkan bisa langsung dibuka apabila diperlukan.",5
Sekarang kok tidak bisa di download ya? kalau dulu begitu di copy ke hp lain. Hasil copy yg ada http nya lgsg bisa di download. Kenapa ya?,5
"Akurat sangat membantu, semoga menjadi amal jariyah bgi pengembang dan semua jajarannya",5
"Masyaallah, Aplikasinya bagus ada terjemahan arab latin. Semoga aplikasinya didownload banyak orang Amin....",5
"saya pakai hp dua, keduanya sy isi alquran ini. seperti bawa mushab asli. enak dilihat dan banyak pilihan fitur. enak dan gampang bagi pemula medsos. trimss andi. *Utk tampilan tlg di buat seperti format mushab kertas. Utk mempermudah hafalan dan ingatan letak ayat pada halaman.*",5
"mudah buat membaca,di dengerin,jadwal adzan juga tepat",5
Terimakasih aplikasinya sangat bagus bisa mendengarkan audio surahnya tapi dengan menginstal audionya dulu tapi aplikasinya sangat bagus,5
"Sebenernya sih udah bagus, bagus banget malahan cuman ada kurang nya sedikit . Coba tambahin mode perhalaman seperti mushaf. Udah itu aja sih. Makasih udah mau baca🙂😘",4
assalamu'alaikum aplikasi ini sangat berguna bagi saya karena setiap saya hafalan surah saya menggunakan aplikasi ini dan alhamdulillah adik saya hampir hafal semua surah arena aplikasi ini,5
"Udah bagus tetapi pada surah Al Qalam ada huruf م diatas yang berarti harus berhenti namun pada ayat 48 kenapa tidak berhenti, mohon koreksinya untuk surah lain juga apabila ada yang salah 🙏",4
syukur alhamdulillah dengan adanya alquran terjemahan ini sangat membantu kami yang belajar pemula,5
"Alhamdulillah terbantu dengan aplikasi ini, hanya saja sayangnya untuk arah qiblat tdk bisa akses, diarahkan kalibrasi tp tdk muncul qiblatnya sudah coba beberapa kali tetap sama",4
"Aplikasi ini sangat bermanfaat, aku pakai aplikasi ini kurang lebih dari 2019 dan sampai sekarang. Cuman ada sedikit saran mungkin ditambahkan fitur kalender hijriah yang ada keterangan hari besar islam dan puasa sunnahnya.",5
alquran yg sangat simple dan mudah digunakan. terimakasih pengembang,5
karena bisa baca/hafalan tanpa wudhu dan bisa baca / hafalan kalau lagi pergi,5
aplikasi sangat bermanfaat sangat membantu jadwal shalat dan qiblat saat berada di luar area ketika tidak temukan mesjid terdekat. dan selalu mempermudah membaca al-quan,5
"update karena sering adzan nya gak ada suara pdhl udah ikuti pentunjuk pemakaian, tpi udah sangat bagus kok😄😄",4
Sangat berguna untuk didengarkan dan dihafalkan.Terima kasih sudah diizinkan untuk download semua surat dalam Al Qur'an semoga menjadi ladang pahala bagi semuanya.Aamiin ya rabbal alamiin.,5
"MASYA ALLAH... Bagus sekali, semoga ALLAH SWT merahmati ut yg telah menyusunnya. Kami sangat terbantu ut membaca dan memahami mskna dari kandungan ALQURAN. Terimakasih. Wassalumualaikum ww.",5
Bagus krn gak ada iklan sama sekali. Baik selama di baca maupun udh selesai membacanya.,4
"Setelah di update widget waktu² solatnya jadi tidak ada, tdk bisa tampil, karena harus ke premium berbayar",3
Aplikasi yg sangat baik... 👍saran saya berikan lebih banyak lg fitur utk ilmu tajwid nya.. agar bisa membaca Alquran sambil belajar ilmu tajwid yg lbh lengkap lg di aplikasi ini.. 🙏,5
Assalamualaikum mau nanya kadang-kadang suara adzannya setengah doang nggak sampai selesai kenapa ya.mohon solusinya,4
"Aplikasi.a bagus , mudah & lengkap u/ belajar membaca al-qur'an semoga kedepan.a makin baik lagi , trimss ..",5
"apl yg bagus, lancar baca quran dan senantiasa memberi tahu waktu sholat dimana pun anda berada.",5
"Bagus bngt sih menurutku, ada jadwal sholat nya jg... Sukses slalu buat yg udah bikin aplikasi ini ya...",5
Aplikasi bagus cuma suara azan nya kok ga bisa padahal udah diatur sesuai petunjuk,3
sangat membantu untuk dapat tetap membaca Alqur'an dimanapun,5
aplikasi ini sangat bagus setiap hari bisa di baca dan ada suara azan nya bisa di hafal sangat bagus,5
"sangat membantu dalam proses belajar al-qur'an, recomended",5
"Sangat membantu,memudahkan dlm pencarian surat,juz,arah kiblat dll bermanfaat sekali",5
"alquran yg sangat ku suka dari semua aplikasi alquran yg ada, mudah dibaca, ada tanda terahir baca ,ada tanda tajwid berwarna, dan alarm waktu sholat, terima kasih semoga dapat pahala dari alloh swt aamiiin",5
"sangat bagus, sangat rekomendent smoga jd amal jariyah bg pembuat aplikasi, dan yg terlibat di dlmnya.",5
Mohon maaf aplikasi ini kalo bisa hilangin iklannya. Karna pas saya mau liat jadwal solat tiba² ada iklan nganggu banget iklan nya jadi kalo bisa hilangin iklannya ya terimakasih.,3
Alhamdulillah aku udah bisa baca Al Qur'an dengan lancar karna aplikasi ini dan membantu membaca Al Qur'an denganbaik,5
"Alhamdulillah..dengan Al-Qur'an indonesia,sangat membantu saya unk membaca Al-Qur'an dan memahami artinya2",5
"bagus aplikasi yang baik, mudah di buka walaupun gk ada kuota/WiFi tapi tetap masih bisa di gunakan",5
"Sejauh dan selama ini saya menggunakan Aplikasi Al Quran digital Indonesia sangat membantu dan mudah di akses. Harapannya semoga terus berkembang dan lebih baik lagi. Dan bisa di akses/dibuka dimanapun berada. Gak ada salahnya buat kita untuk Upgrade ke premium agar bisa membantu berkembang dan lebih baik lagi, dan untuk premium selamnya pun semoga bisa di akses di IoS ataupun OS. Terimakasih 🙏",5
Aplikasi ini sangat bermanfaat dikarenakan mengingatkan dan mengetahui kapan waktunya sholat dan baca quran di hp,5
"MasyaAllah Alhamdulillah, ketika lupa membawa Al-Qur'an, Aplikasi ini dapat membantu kita untuk membaca Alqur'an, dan juga membantu murajaah. juga d lengkapi dgn suara-suara qori internasional",5
