content,score,Label,textCaseFolding,textStopWord,textClean,textTokens,teksNormalized,textSteam
"Alhamdulillah aplikasi Alquran ini sangat bermanfaat, kita bisa belajar banyak dari aplikasi Alquran ini, terima kasih untuk semua yg berhubungan dengan aplikasi ini",5,1,"alhamdulillah aplikasi alquran ini sangat bermanfaat, kita bisa belajar banyak dari aplikasi alquran ini, terima kasih untuk semua yg berhubungan dengan aplikasi ini","alhamdulillah aplikasi alquran bermanfaat, belajar aplikasi alquran ini, terima kasih yg berhubungan aplikasi","alhamdulillah aplikasi alquran bermanfaat, belajar aplikasi alquran ini, terima kasih yg berhubungan aplikasi","['alhamdulillah', 'aplikasi', 'alquran', 'bermanfaat', ',', 'belajar', 'aplikasi', 'alquran', 'ini', ',', 'terima', 'kasih', 'yg', 'berhubungan', 'aplikasi']","['alhamdulillah', 'aplikasi', 'alquran', 'bermanfaat', ',', 'belajar', 'aplikasi', 'alquran', 'ini', ',', 'terima', 'kasih', ' yang', 'berhubungan', 'aplikasi']","['alhamdulillah', 'aplikasi', 'alquran', 'bermanfaat', ',', 'belajar', 'aplikasi', 'alquran', 'ini', ',', 'terima', 'kasih', ' yang', 'berhubungan', 'aplikasi']"
Sangat membantu. Termasuk jam waktu sholat nya. Semoga menjadi amal yg baik bagi pembuat aplkasi ini. Amin,5,1,sangat membantu. termasuk jam waktu sholat nya. semoga menjadi amal yg baik bagi pembuat aplkasi ini. amin,membantu. jam sholat nya. semoga amal yg pembuat aplkasi ini. amin,membantu. jam sholat nya. semoga amal yg pembuat aplkasi ini. amin,"['membantu', '.', 'jam', 'sholat', 'nya', '.', 'semoga', 'amal', 'yg', 'pembuat', 'aplkasi', 'ini', '.', 'amin']","['membantu', '.', 'jam', 'sholat', 'nya', '.', 'semoga', 'amal', ' yang', 'pembuat', 'aplkasi', 'ini', '.', 'amin']","['membantu', '.', 'jam', 'sholat', 'nya', '.', 'semoga', 'amal', ' yang', 'pembuat', 'aplkasi', 'ini', '.', 'amin']"
emng apk ini ga berguna di play store tapi kita harus ttp install nya kalo mau ngaji gk ada quran bisa pke ini,5,1,emng apk ini ga berguna di play store tapi kita harus ttp install nya kalo mau ngaji gk ada quran bisa pke ini,emng apk ga berguna play store ttp install nya kalo ngaji gk quran pke,emng apk ga berguna play store ttp install nya kalo ngaji gk quran pke,"['emng', 'apk', 'ga', 'berguna', 'play', 'store', 'ttp', 'install', 'nya', 'kalo', 'ngaji', 'gk', 'quran', 'pke']","[' memang', ' aplikasi', 'ga', 'berguna', ' main', ' toko', 'ttp', ' pasang', 'nya', ' kalau', 'ngaji', 'gk', 'quran', 'pke']","[' memang', ' aplikasi', 'ga', 'berguna', ' main', ' toko', 'ttp', ' pasang', 'nya', ' kalau', 'ngaji', 'gk', 'quran', 'pke']"
saya sangat senang memiliki aplikasi ini karena kalau lagi pergi pergi jadi bisa menghafal dari sini sekian terima kasih untuk aplikasi nya,5,1,saya sangat senang memiliki aplikasi ini karena kalau lagi pergi pergi jadi bisa menghafal dari sini sekian terima kasih untuk aplikasi nya,senang memiliki aplikasi pergi pergi menghafal sekian terima kasih aplikasi nya,senang memiliki aplikasi pergi pergi menghafal sekian terima kasih aplikasi nya,"['senang', 'memiliki', 'aplikasi', 'pergi', 'pergi', 'menghafal', 'sekian', 'terima', 'kasih', 'aplikasi', 'nya']","['senang', 'memiliki', 'aplikasi', 'pergi', 'pergi', 'menghafal', 'sekian', 'terima', 'kasih', 'aplikasi', 'nya']","['senang', 'memiliki', 'aplikasi', 'pergi', 'pergi', 'menghafal', 'sekian', 'terima', 'kasih', 'aplikasi', 'nya']"
"Aplikasi nya bagus, tapi agak kaget liat iklan siang ini, aplikasi alquran tapi iklannya riba dan bunga bank😔",3,0,"aplikasi nya bagus, tapi agak kaget liat iklan siang ini, aplikasi alquran tapi iklannya riba dan bunga bank😔","aplikasi nya bagus, kaget liat iklan siang ini, aplikasi alquran iklannya riba bunga bank😔","aplikasi nya bagus, kaget liat iklan siang ini, aplikasi alquran iklannya riba bunga bank","['aplikasi', 'nya', 'bagus', ',', 'kaget', 'liat', 'iklan', 'siang', 'ini', ',', 'aplikasi', 'alquran', 'iklannya', 'riba', 'bunga', 'bank']","['aplikasi', 'nya', 'bagus', ',', 'kaget', ' lihat', 'iklan', 'siang', 'ini', ',', 'aplikasi', 'alquran', 'iklannya', 'riba', 'bunga', 'bank']","['aplikasi', 'nya', 'bagus', ',', 'kaget', ' lihat', 'iklan', 'siang', 'ini', ',', 'aplikasi', 'alquran', 'iklannya', 'riba', 'bunga', 'bank']"
Ya ALLAH lancarkan dan mudahkan kami sekeluarga dalam membaca dan memahami serta mengamalkan alquran.,5,1,ya allah lancarkan dan mudahkan kami sekeluarga dalam membaca dan memahami serta mengamalkan alquran.,ya allah lancarkan mudahkan sekeluarga membaca memahami mengamalkan alquran.,ya allah lancarkan mudahkan sekeluarga membaca memahami mengamalkan alquran.,"['ya', 'allah', 'lancarkan', 'mudahkan', 'sekeluarga', 'membaca', 'memahami', 'mengamalkan', 'alquran', '.']","[' iya', 'allah', 'lancarkan', 'mudahkan', 'sekeluarga', 'membaca', 'memahami', 'mengamalkan', 'alquran', '.']","[' iya', 'allah', 'lancarkan', 'mudahkan', 'sekeluarga', 'membaca', 'memahami', 'mengamalkan', 'alquran', '.']"
Di update malah semakin banyak FITUR yang GAK BISA digunakan,2,-1,di update malah semakin banyak fitur yang gak bisa digunakan,update fitur gak,update fitur gak,"['update', 'fitur', 'gak']","[' terbaru', 'fitur', 'gak']","[' terbaru', 'fitur', 'gak']"
apknya bagus warnanya saya sukaaaa sekali cocok bagi yang sedang bepergian namun belum cocok untuk Qur'an tikrar,5,1,apknya bagus warnanya saya sukaaaa sekali cocok bagi yang sedang bepergian namun belum cocok untuk qur'an tikrar,apknya bagus warnanya sukaaaa cocok bepergian cocok qur'an tikrar,apknya bagus warnanya sukaaaa cocok bepergian cocok qur'an tikrar,"['apknya', 'bagus', 'warnanya', 'sukaaaa', 'cocok', 'bepergian', 'cocok', ""qur'an"", 'tikrar']","[' aplikasi', 'bagus', 'warnanya', 'sukaaaa', 'cocok', 'bepergian', 'cocok', ""qur'an"", 'tikrar']","[' aplikasi', 'bagus', 'warnanya', 'sukaaaa', 'cocok', 'bepergian', 'cocok', ""qur'an"", 'tikrar']"
sangat bermanfaat bgi kita semua semoga lancar trus alquran Indonesia semoga di tambahkan surah²nya dan makin baguss lagi saya kasih bintang 5 yaaa🤩👍,5,1,sangat bermanfaat bgi kita semua semoga lancar trus alquran indonesia semoga di tambahkan surah²nya dan makin baguss lagi saya kasih bintang 5 yaaa🤩👍,bermanfaat bgi semoga lancar trus alquran indonesia semoga tambahkan surah²nya baguss kasih bintang 5 yaaa🤩👍,bermanfaat bgi semoga lancar trus alquran indonesia semoga tambahkan surah²nya baguss kasih bintang 5 yaaa,"['bermanfaat', 'bgi', 'semoga', 'lancar', 'trus', 'alquran', 'indonesia', 'semoga', 'tambahkan', 'surah²nya', 'baguss', 'kasih', 'bintang', '5', 'yaaa']","['bermanfaat', 'bgi', 'semoga', 'lancar', ' terus', 'alquran', 'indonesia', 'semoga', 'tambahkan', 'surah²nya', ' bagus', 'kasih', 'bintang', '5', 'yaaa']","['bermanfaat', 'bgi', 'semoga', 'lancar', ' terus', 'alquran', 'indonesia', 'semoga', 'tambahkan', 'surah²nya', ' bagus', 'kasih', 'bintang', '5', 'yaaa']"
"sangat membantu saya saat diperjalanan, tp iklannya muncul terus",5,1,"sangat membantu saya saat diperjalanan, tp iklannya muncul terus","membantu diperjalanan, tp iklannya muncul","membantu diperjalanan, tp iklannya muncul","['membantu', 'diperjalanan', ',', 'tp', 'iklannya', 'muncul']","['membantu', 'diperjalanan', ',', ' tapi', 'iklannya', 'muncul']","['membantu', 'diperjalanan', ',', ' tapi', 'iklannya', 'muncul']"
"Saya sangat suka dengan aplikasi yg satu ini,berguna banget buat yg lupa bawa al quran tapi bawa hp.jadi bisa membaca al quran di hp ini👍",5,1,"saya sangat suka dengan aplikasi yg satu ini,berguna banget buat yg lupa bawa al quran tapi bawa hp.jadi bisa membaca al quran di hp ini👍","suka aplikasi yg ini,berguna banget yg lupa bawa al quran bawa hp.jadi membaca al quran hp ini👍","suka aplikasi yg ini,berguna banget yg lupa bawa al quran bawa hp.jadi membaca al quran hp ini","['suka', 'aplikasi', 'yg', 'ini', ',', 'berguna', 'banget', 'yg', 'lupa', 'bawa', 'al', 'quran', 'bawa', 'hp.jadi', 'membaca', 'al', 'quran', 'hp', 'ini']","['suka', 'aplikasi', ' yang', 'ini', ',', 'berguna', 'banget', ' yang', 'lupa', 'bawa', 'al', 'quran', 'bawa', 'hp.jadi', 'membaca', 'al', 'quran', ' seluler', 'ini']","['suka', 'aplikasi', ' yang', 'ini', ',', 'berguna', 'banget', ' yang', 'lupa', 'bawa', 'al', 'quran', 'bawa', 'hp.jadi', 'membaca', 'al', 'quran', ' seluler', 'ini']"
sangat bagus untuk kita menghafal dan membaca al qur'an,5,1,sangat bagus untuk kita menghafal dan membaca al qur'an,bagus menghafal membaca al qur'an,bagus menghafal membaca al qur'an,"['bagus', 'menghafal', 'membaca', 'al', ""qur'an""]","['bagus', 'menghafal', 'membaca', 'al', ""qur'an""]","['bagus', 'menghafal', 'membaca', 'al', ""qur'an""]"
"MasyaALLAH sangat membantu sekali di saat alquran di rumah , dgn download Alquran di hp sangat membantu ku tuk membacanya kpn saja di mn saja ..kebetulan aq pake hp 2 , aq download dua² nya dgn aplikasi alquran ...semoga mnjdi ladang pahala ku nanti ,Aamiin🤲",5,1,"masyaallah sangat membantu sekali di saat alquran di rumah , dgn download alquran di hp sangat membantu ku tuk membacanya kpn saja di mn saja ..kebetulan aq pake hp 2 , aq download dua² nya dgn aplikasi alquran ...semoga mnjdi ladang pahala ku nanti ,aamiin🤲","masyaallah membantu alquran rumah , dgn download alquran hp membantu ku tuk membacanya kpn mn ..kebetulan aq pake hp 2 , aq download dua² nya dgn aplikasi alquran ...semoga mnjdi ladang pahala ku ,aamiin🤲","masyaallah membantu alquran rumah , dgn download alquran hp membantu ku tuk membacanya kpn mn ..kebetulan aq pake hp 2 , aq download dua² nya dgn aplikasi alquran ...semoga mnjdi ladang pahala ku ,aamiin","['masyaallah', 'membantu', 'alquran', 'rumah', ',', 'dgn', 'download', 'alquran', 'hp', 'membantu', 'ku', 'tuk', 'membacanya', 'kpn', 'mn', '..', 'kebetulan', 'aq', 'pake', 'hp', '2', ',', 'aq', 'download', 'dua²', 'nya', 'dgn', 'aplikasi', 'alquran', '...', 'semoga', 'mnjdi', 'ladang', 'pahala', 'ku', ',', 'aamiin']","['masyaallah', 'membantu', 'alquran', 'rumah', ',', ' dengan', ' unduh', 'alquran', ' seluler', 'membantu', 'ku', 'tuk', 'membacanya', ' kapan', 'mn', '..', 'kebetulan', ' saya', ' pakai', ' seluler', '2', ',', ' saya', ' unduh', 'dua²', 'nya', ' dengan', 'aplikasi', 'alquran', '...', 'semoga', 'mnjdi', 'ladang', 'pahala', 'ku', ',', 'aamiin']","['masyaallah', 'membantu', 'alquran', 'rumah', ',', ' dengan', ' unduh', 'alquran', ' seluler', 'membantu', 'ku', 'tuk', 'membacanya', ' kapan', 'mn', '..', 'kebetulan', ' saya', ' pakai', ' seluler', '2', ',', ' saya', ' unduh', 'dua²', 'nya', ' dengan', 'aplikasi', 'alquran', '...', 'semoga', 'mnjdi', 'ladang', 'pahala', 'ku', ',', 'aamiin']"
Baguss banget apk nya karna simpel bisa ngaji dmna pun & bnyk pilihan suara dri para ustadz besar di dunia,5,1,baguss banget apk nya karna simpel bisa ngaji dmna pun & bnyk pilihan suara dri para ustadz besar di dunia,baguss banget apk nya karna simpel ngaji dmna & bnyk pilihan suara dri ustadz dunia,baguss banget apk nya karna simpel ngaji dmna & bnyk pilihan suara dri ustadz dunia,"['baguss', 'banget', 'apk', 'nya', 'karna', 'simpel', 'ngaji', 'dmna', '&', 'bnyk', 'pilihan', 'suara', 'dri', 'ustadz', 'dunia']","[' bagus', 'banget', ' aplikasi', 'nya', ' karena', 'simpel', 'ngaji', 'dimana', '&', ' banyak', 'pilihan', 'suara', ' dari', 'ustadz', 'dunia']","[' bagus', 'banget', ' aplikasi', 'nya', ' karena', 'simpel', 'ngaji', 'dimana', '&', ' banyak', 'pilihan', 'suara', ' dari', 'ustadz', 'dunia']"
"Kalau di update itu artinya peningkatan, bukan jadi banyak iklan sama banyak fitur yg dihilangkan harus premium",2,-1,"kalau di update itu artinya peningkatan, bukan jadi banyak iklan sama banyak fitur yg dihilangkan harus premium","update peningkatan, iklan fitur yg dihilangkan premium","update peningkatan, iklan fitur yg dihilangkan premium","['update', 'peningkatan', ',', 'iklan', 'fitur', 'yg', 'dihilangkan', 'premium']","[' terbaru', 'peningkatan', ',', 'iklan', 'fitur', ' yang', 'dihilangkan', 'premium']","[' terbaru', 'peningkatan', ',', 'iklan', 'fitur', ' yang', 'dihilangkan', 'premium']"
Belum bisa membaca cepat dan belum tahu panjang pendek nya bacaan.,5,1,belum bisa membaca cepat dan belum tahu panjang pendek nya bacaan.,membaca cepat pendek nya bacaan.,membaca cepat pendek nya bacaan.,"['membaca', 'cepat', 'pendek', 'nya', 'bacaan', '.']","['membaca', 'cepat', 'pendek', 'nya', 'bacaan', '.']","['membaca', 'cepat', 'pendek', 'nya', 'bacaan', '.']"
"aplikasi yg cukup baik, bisa buat baca alqu'an dan dilengkapi dengan jadwal sholat",5,1,"aplikasi yg cukup baik, bisa buat baca alqu'an dan dilengkapi dengan jadwal sholat","aplikasi yg baik, baca alqu'an dilengkapi jadwal sholat","aplikasi yg baik, baca alqu'an dilengkapi jadwal sholat","['aplikasi', 'yg', 'baik', ',', 'baca', ""alqu'an"", 'dilengkapi', 'jadwal', 'sholat']","['aplikasi', ' yang', 'baik', ',', 'baca', ""alqu'an"", 'dilengkapi', 'jadwal', 'sholat']","['aplikasi', ' yang', 'baik', ',', 'baca', ""alqu'an"", 'dilengkapi', 'jadwal', 'sholat']"
Alquran Indonesia menurut aku sangat bermanfaat tulisannya jelas dan mudah di baca juga terjemahan nya membantu untuk mengetahui arti ayat yang di baca,5,1,alquran indonesia menurut aku sangat bermanfaat tulisannya jelas dan mudah di baca juga terjemahan nya membantu untuk mengetahui arti ayat yang di baca,alquran indonesia bermanfaat tulisannya mudah baca terjemahan nya membantu arti ayat baca,alquran indonesia bermanfaat tulisannya mudah baca terjemahan nya membantu arti ayat baca,"['alquran', 'indonesia', 'bermanfaat', 'tulisannya', 'mudah', 'baca', 'terjemahan', 'nya', 'membantu', 'arti', 'ayat', 'baca']","['alquran', 'indonesia', 'bermanfaat', 'tulisannya', 'mudah', 'baca', 'terjemahan', 'nya', 'membantu', 'arti', 'ayat', 'baca']","['alquran', 'indonesia', 'bermanfaat', 'tulisannya', 'mudah', 'baca', 'terjemahan', 'nya', 'membantu', 'arti', 'ayat', 'baca']"
"simple dan praktis penggunaannya,trimakasih semoga jadi pahala jariyah buat pengembang untuk jadi pintu masuk surganya Allah swt.",5,1,"simple dan praktis penggunaannya,trimakasih semoga jadi pahala jariyah buat pengembang untuk jadi pintu masuk surganya allah swt.","simple praktis penggunaannya,trimakasih semoga pahala jariyah pengembang pintu masuk surganya allah swt.","simple praktis penggunaannya,trimakasih semoga pahala jariyah pengembang pintu masuk surganya allah swt.","['simple', 'praktis', 'penggunaannya', ',', 'trimakasih', 'semoga', 'pahala', 'jariyah', 'pengembang', 'pintu', 'masuk', 'surganya', 'allah', 'swt', '.']","[' sederhana', 'praktis', 'penggunaannya', ',', ' terima kasih', 'semoga', 'pahala', 'jariyah', 'pengembang', 'pintu', 'masuk', 'surganya', 'allah', 'swt', '.']","[' sederhana', 'praktis', 'penggunaannya', ',', ' terima kasih', 'semoga', 'pahala', 'jariyah', 'pengembang', 'pintu', 'masuk', 'surganya', 'allah', 'swt', '.']"
Alhamdulillah.... bagus untuk membaca Alqur'an dan mendengarkan suara azan,5,1,alhamdulillah.... bagus untuk membaca alqur'an dan mendengarkan suara azan,alhamdulillah.... bagus membaca alqur'an mendengarkan suara azan,alhamdulillah.... bagus membaca alqur'an mendengarkan suara azan,"['alhamdulillah', '....', 'bagus', 'membaca', ""alqur'an"", 'mendengarkan', 'suara', 'azan']","['alhamdulillah', '....', 'bagus', 'membaca', ""alqur'an"", 'mendengarkan', 'suara', 'azan']","['alhamdulillah', '....', 'bagus', 'membaca', ""alqur'an"", 'mendengarkan', 'suara', 'azan']"
Pada saat audio murotal tiba tiba berhenti sendiri. Tolonh Perbaiki min,3,0,pada saat audio murotal tiba tiba berhenti sendiri. tolonh perbaiki min,audio murotal berhenti sendiri. tolonh perbaiki min,audio murotal berhenti sendiri. tolonh perbaiki min,"['audio', 'murotal', 'berhenti', 'sendiri', '.', 'tolonh', 'perbaiki', 'min']","['audio', 'murotal', 'berhenti', 'sendiri', '.', 'tolonh', 'perbaiki', 'min']","['audio', 'murotal', 'berhenti', 'sendiri', '.', 'tolonh', 'perbaiki', 'min']"
Sangat membantu banget. mkch.. semoga jadi amal ibadah sholeh yg diteima di sisiNYA bagi yg membuat appnya..Aamiin,5,1,sangat membantu banget. mkch.. semoga jadi amal ibadah sholeh yg diteima di sisinya bagi yg membuat appnya..aamiin,membantu banget. mkch.. semoga amal ibadah sholeh yg diteima sisinya yg appnya..aamiin,membantu banget. mkch.. semoga amal ibadah sholeh yg diteima sisinya yg appnya..aamiin,"['membantu', 'banget', '.', 'mkch', '..', 'semoga', 'amal', 'ibadah', 'sholeh', 'yg', 'diteima', 'sisinya', 'yg', 'appnya', '..', 'aamiin']","['membantu', 'banget', '.', 'makasih', '..', 'semoga', 'amal', 'ibadah', 'sholeh', ' yang', 'diteima', 'sisinya', ' yang', ' aplikasi', '..', 'aamiin']","['membantu', 'banget', '.', 'makasih', '..', 'semoga', 'amal', 'ibadah', 'sholeh', ' yang', 'diteima', 'sisinya', ' yang', ' aplikasi', '..', 'aamiin']"
Alhamdulillah..Al-Qur'an ini ada di setiap hp keluargaku...terimakasih banyak..benar2 Masya Allah..pas dihati dan sangat bermanfaat,5,1,alhamdulillah..al-qur'an ini ada di setiap hp keluargaku...terimakasih banyak..benar2 masya allah..pas dihati dan sangat bermanfaat,alhamdulillah..al-qur'an hp keluargaku...terimakasih banyak..benar2 masya allah..pas dihati bermanfaat,alhamdulillah..al-qur'an hp keluargaku...terimakasih banyak..benar2 masya allah..pas dihati bermanfaat,"['alhamdulillah', '..', ""al-qur'an"", 'hp', 'keluargaku', '...', 'terimakasih', 'banyak', '..', 'benar2', 'masya', 'allah', '..', 'pas', 'dihati', 'bermanfaat']","['alhamdulillah', '..', ""al-qur'an"", ' seluler', 'keluargaku', '...', ' terima kasih', 'banyak', '..', 'benar2', 'masya', 'allah', '..', 'pas', 'dihati', 'bermanfaat']","['alhamdulillah', '..', ""al-qur'an"", ' seluler', 'keluargaku', '...', ' terima kasih', 'banyak', '..', 'benar2', 'masya', 'allah', '..', 'pas', 'dihati', 'bermanfaat']"
Aplikasi sangat bagus dan bisa menghafal biar hafal/lancar pokok nya aplikasi ini sangat sangat bagus👍,5,1,aplikasi sangat bagus dan bisa menghafal biar hafal/lancar pokok nya aplikasi ini sangat sangat bagus👍,aplikasi bagus menghafal biar hafal/lancar pokok nya aplikasi bagus👍,aplikasi bagus menghafal biar hafal/lancar pokok nya aplikasi bagus,"['aplikasi', 'bagus', 'menghafal', 'biar', 'hafal/lancar', 'pokok', 'nya', 'aplikasi', 'bagus']","['aplikasi', 'bagus', 'menghafal', 'biar', 'hafal/lancar', 'pokok', 'nya', 'aplikasi', 'bagus']","['aplikasi', 'bagus', 'menghafal', 'biar', 'hafal/lancar', 'pokok', 'nya', 'aplikasi', 'bagus']"
baik cuma malas kalau ada iklan terkadang muncul iklan dewasa dan judi,5,1,baik cuma malas kalau ada iklan terkadang muncul iklan dewasa dan judi,malas iklan terkadang muncul iklan dewasa judi,malas iklan terkadang muncul iklan dewasa judi,"['malas', 'iklan', 'terkadang', 'muncul', 'iklan', 'dewasa', 'judi']","['malas', 'iklan', 'terkadang', 'muncul', 'iklan', 'dewasa', 'judi']","['malas', 'iklan', 'terkadang', 'muncul', 'iklan', 'dewasa', 'judi']"
Alhamdulillah jadi bisa baca Alquran...semenjak slama ada aplikasi ini.. muda2hn semua mendapat kelancaran untuk belajar Alquran..amin.,5,1,alhamdulillah jadi bisa baca alquran...semenjak slama ada aplikasi ini.. muda2hn semua mendapat kelancaran untuk belajar alquran..amin.,alhamdulillah baca alquran...semenjak slama aplikasi ini.. muda2hn kelancaran belajar alquran..amin.,alhamdulillah baca alquran...semenjak slama aplikasi ini.. muda2hn kelancaran belajar alquran..amin.,"['alhamdulillah', 'baca', 'alquran', '...', 'semenjak', 'slama', 'aplikasi', 'ini', '..', 'muda2hn', 'kelancaran', 'belajar', 'alquran', '..', 'amin', '.']","['alhamdulillah', 'baca', 'alquran', '...', 'semenjak', 'slama', 'aplikasi', 'ini', '..', 'muda2hn', 'kelancaran', 'belajar', 'alquran', '..', 'amin', '.']","['alhamdulillah', 'baca', 'alquran', '...', 'semenjak', 'slama', 'aplikasi', 'ini', '..', 'muda2hn', 'kelancaran', 'belajar', 'alquran', '..', 'amin', '.']"
